COADREAD	Labels	B:MUTA:nons:TP53::	B:MUTA:COMP:MLH1::	N:GEXP::MLH1:4292:	N:METH:cg00893636:MLH1:TssU2:Island	N:METH:cg04274487:RAB31:TssD133:Island	B:MUTA:LOF:MLH1::	N:METH:cg03414321:HCK:TssD21:Island	B:MUTA:COMP:SFRP5::	N:GEXP::GNAS:2778:	N:GEXP::CCND2:894:	N:GEXP::RNF128:79589:	N:METH:cg16884569:RASSF2:TssD656:Island	N:METH:cg23764381:ATRNL1:TssU438:Island	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:METH:cg11476211:PRKCE:TssU216:Island	N:METH:cg01888411:ABTB2:TssD1263:Island	N:GEXP::CXCL14:9547:	N:METH:cg02982690:BHLHE22:TssU79:Shore	N:GEXP::EPM2AIP1:9852:	N:METH:cg19187185:RRAGD:TssU507:Shore	N:METH:cg16580737:MME:TssU57:Island	N:METH:cg09542745:SFRP5:TssD546:Island	N:GEXP::ATP5A1:498:	N:GEXP::PRR15:222171:	N:METH:cg18416881:AKR1B1:TssD28:Island	N:METH:cg02136132:KCNK13:TssU219:Island	N:METH:cg09979256:RSPO3:TssU80:Island	N:GEXP::DDX27:55661:	N:METH:cg19803671:UBE2E2:TssD600:Shore	N:GEXP::SLC25A3:5250:	N:METH:cg10073723:BMPER:TssU311:Island	N:METH:cg13436799:LRP2:TssD48:Island	B:MUTA:LOF:CUL1::	N:METH:cg25179291:FNBP1:TssU265:Island	N:METH:cg24009736:B4GALNT1:TssD89:Island	N:METH:cg07744166:WASF3:TssU357:Shore	N:METH:cg22188495:PRICKLE1:TssU308:Shore	N:METH:cg09185773:WASF3:TssD885:Shore	N:GEXP::TCF7:6932:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:METH:cg25924032:BMS1:TssD99:Island	N:METH:cg05702737:WNT10A:TssD211:Island	N:METH:cg09470640:PTPRO:TssD316:Shore	N:METH:cg17347389:TRIM9:TssD134:Shore	N:METH:cg06150468:BATF3:TssU757:Shore	N:METH:cg23096644:SGCE:TssD777:Shore	N:GEXP::C10orf99:387695:	N:METH:cg18762485:CH25H:TssU93:Shore	N:METH:cg25917510:HOXC8:TssU3:Island	N:GEXP::LRP4:4038:	N:GEXP::PBK:55872:	I:CNVR::METTL16:79066:	B:MUTA:LOF:KCNQ5::	N:GEXP::TPD52L2:7165:	N:GEXP::LRP1:4035:	N:METH:cg03770147:KLF7:TssD460:Shore	N:METH:cg22967284:SLIT1:TssU214:Island	N:METH:cg18244915:ZNF570:TssU35:Shore	N:GEXP::EN2:2020:	N:GEXP::CACNA2D2:9254:	N:METH:cg08228917:LHFP:TssD247:Island	N:METH:cg08478189:KLF7:TssD4:Shore	N:METH:cg09339301:QKI:TssD18:Island	N:METH:cg01803238:BCL2:TssD20:Island	N:GEXP::QPCT:25797:	N:GEXP::APOL3:80833:	N:MIR::hsa-miR-6715b-3p:Corrected:	N:METH:cg07806164:UBE2E2:TssD34:Island	N:GEXP::KDSR:2531:	N:GEXP::AXIN2:8313:	N:GEXP::NDUFC2:4718:	N:GEXP::FDFT1:2222:	B:MUTA:COMP:WWC1::	B:MUTA:nons:MACF1::	N:METH:cg17885062:NRCAM:TssD349:Island	N:METH:cg03884783:ZNF569:TssD114:Island	I:CNVR::ZNF396:252884:	I:CNVR::CDH19:28513:	N:GEXP::PXMP4:11264:	N:MIR::hsa-miR-34c-5p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	N:MIR::hsa-miR-625-5p:Corrected:	N:MIR::hsa-miR-195-3p:Corrected:	N:METH:cg15628498:ONECUT1:TssD374:Island	N:METH:cg15205507:ZNF331:TssD44:Island	I:CNVR::PIK3C3:5289:	I:CNVR::ZNF397:84307:	I:CNVR::C18orf21:83608:	N:METH:cg02407785:PCDH9:TssD293:Shore	N:GEXP::POFUT1:23509:	N:GEXP::ZMYND8:23613:	I:CNVR::YTHDF2:51441:	N:METH:cg03100040:ZNF345:TssD37:Island	B:MUTA:nons:ACVR2A::	I:CNVR::LOXHD1:125336:	N:METH:cg13843773:C4orf22:TssU64:Shore	I:CNVR::DSC3:1825:	N:GEXP::PLAGL2:5326:	I:CNVR::RNF133:168433:	N:METH:cg22634689:TMEM121:TssU80:Island	I:CNVR::ZNF24:7572:	N:GEXP::MOCS3:27304:	N:GEXP::KCNRG:283518:	N:GEXP::INTS10:55174:	I:CNVR::BCL2:596:	I:CNVR::SLC25A52:147407:	I:CNVR::CELF4:56853:	I:CNVR::PCAT18:728606:	I:CNVR::SMAD7:4092:	I:CNVR::CDH2:1000:	N:METH:cg26829131:HOXC-AS1:TssD30:Island	N:GEXP::PAX9:5083:	N:GEXP::ST6GAL1:6480:	N:GEXP::RPS27A:6233:	I:CNVR::SERPINB7:8710:	N:GEXP::PIGU:128869:	N:GEXP::GNG4:2786:	N:GEXP::LYG1:129530:	N:GEXP::YBX1:4904:	I:CNVR::CSTF2T:23283:	I:CNVR::CDH13:1012:	N:MIR::hsa-miR-3131:Corrected:	N:MIR::hsa-miR-206:Corrected:	N:MIR::hsa-miR-450a-5p:Corrected:	N:GEXP::OCRL:4952:	N:GEXP::DEFA5:1670:	B:MUTA:HOTS:PIK3CA:pE545:	N:GEXP::RNF160:26046:	N:GEXP::RPL37:6167:	N:GEXP::RPL12:6136:	B:MUTA:LOF:SOX9::	N:MIR::hsa-miR-128-1-5p:Corrected:	N:MIR::hsa-miR-92a-1-5p:Corrected:	N:MIR::hsa-miR-339-3p:Corrected:	N:GEXP::R3HDML:140902:	N:MIR::hsa-miR-6718-5p:Corrected:	I:CNVR::SNORA37:677819:	I:CNVR::RAB9BP1:9366:	B:MUTA:COMP:KANSL1::	N:MIR::hsa-miR-491-5p:Corrected:	N:MIR::hsa-miR-33b-5p:Corrected:	I:CNVR::GALNT13:114805:	B:MUTA:HOTS:PCBP1:pL102:	B:MUTA:HOTS:SMAD2:pS464:	B:MUTA:nons:WWC1::	B:MUTA:HOTS:KRAS:pA146:	I:CNVR::OC90:729330:	I:CNVR::RBFOX3:146713:	I:CNVR::CTB-118N6.3:101927233:	I:CNVR::LINC00659:100652730:	I:CNVR::ZNF716:441234:	I:CNVR::RP11-452N4.1:286094:	I:CNVR::SYN3:8224:	I:CNVR::GMDS:2762:	N:GEXP::CYP51A1:1595:	N:GEXP::LCN15:389812:	N:MIR::hsa-miR-323b-3p:Corrected:
TCGA-G4-6294	COADREAD_2	1	0	710.46	0.05602000000000001	0.055394000000000006	0	0.016121	1	11836.0	4932.4	1741.6	0.48198	0.030144999999999998	0.059598000000000005	11750.0	0.031493	0.0353	9086.8	0.41263	535.74	0.034907	0.47443	0.35577	4881.0	2134.2	0.39708000000000004	0.7530399999999999	0.8848299999999999	2928.5	0.07272200000000001	7695.1	0.029001999999999997	0.47843	0	0.034539	0.49742	0.60478	0.46676000000000006	0.22055	1442.2	0.4909	0.24674000000000001	0.048195	0.8254	0.041511	0.078565	0.35951	1562.3	0.05195	0.037242000000000004	758.38	498.67	0	1	3268.7	7220.5	0.03397	0.1514	0.027107	8.342	12.05	0.055983000000000005	0.040773000000000004	0.061457000000000005	0.068199	2444.2	198.35	2.2147	0.050371	798.52	3238.6	1832.9	5309.2	0	0	0.48336	0.079248	-1	-1	653.92	0.36911	6.4594	2.3992	1.1073	0.021303	0.054709	-1	-1	-1	0.019445	5984.5	2141.6	0	0.043298	0	-1	0.0343	-1	2920.6	0	0.71148	-1	438.88	16.893	1292.1	-1	-1	-1	-1	-1	-1	0.031775	6.4882	14117.0	10175.0	-1	1696.7	1244.3	6.9517	11001.0	0	0	2.5838	0.0	2.9529	1586.4	1.3903	0	709.07	18314.0	21037.0	0	3.1374	13.103	18.455	40.783	0.36911	-1	0	0	0.73822	6.0903	0	0	0	0	0	0	0	0	1	1	0	0	0	2574.0	0.0	2.3992
TCGA-G4-6295	COADREAD_1	1	0	817.4	0.038816	0.054100999999999996	0	0.017282	0	22724.0	524.36	1520.1	0.021846	0.028807	0.054532000000000004	17072.0	0.029301999999999998	0.040149000000000004	1944.8	0.10209	785.81	0.057829	0.058271	0.040747000000000005	10492.0	1554.6	0.71491	0.027815	0.031269	3849.3	0.10923	10653.0	0.031639	0.34499	0	0.041602999999999994	0.044774	0.25735	0.033097	0.031768	1623.1	0.43177	0.014400999999999999	0.068379	0.028137	0.06067	0.046678	0.066722	52.971000000000004	0.0651	0.032917	1834.9	301.79	-1	0	7653.0	4345.0	0.05336799999999999	0.02375	0.025372	1.9439	30.616	0.048601	0.067359	0.044732	0.025979000000000002	37.906	380.03	0.47502	0.063404	1593.0	1272.3	2513.9	2730.7	0	0	0.050114	0.03754	-1	-1	1285.9	1.4251	2.8501	13.617	1.1084	0.02329	0.38305	-1	-1	-1	0.019298	7838.7	2660.7	-1	0.045063	0	-1	0.023577	-1	6514.4	0	0.12649000000000002	-1	872.8	13.884	734.78	-1	-1	-1	-1	-1	-1	0.031147	2.9158	1297.0	15605.0	-1	2374.9	867.94	0.0	11030.0	0	0	0.63336	0.47502	3.4835	405.78	138.99	0	556.43	9317.9	8280.9	0	25.968000000000004	24.384	14.725999999999999	4.3737	1.1084	-1	-1	0	2.5334	2.3751	1	0	0	0	0	1	1	-1	1	0	1	-1	0	3800.3	235.21	0.63336
TCGA-G4-6297	COADREAD_2	1	0	550.34	0.024748	0.067077	0	0.047769	0	12753.0	2680.7	1933.8	0.31144	0.034779000000000004	0.05452100000000001	10931.0	0.038943	0.03317	1830.3	0.4268	527.8	0.043287	0.49168	0.033486	6580.1	858.58	0.68358	0.085611	0.21439	3316.9	0.075683	5469.8	0.031304000000000005	0.02808	0	0.031281	0.21511	0.36200000000000004	0.025747000000000003	0.27845	1113.1	0.058113	0.26042	0.068495	0.027767	0.034995	0.050108	0.22575	395.97	0.028475	0.055432	923.07	368.65	0	1	4418.5	12473.0	0.039839	0.07031799999999999	0.41362	29.243000000000002	25.886999999999997	0.056866	0.046138	0.066652	0.029394	1050.8	334.13	0.39002	0.069935	1271.3	950.71	1611.7	4606.4	0	0	0.04916	0.25504	-1	-1	629.91	2.3401	5.2653	3.1202	1.3651	0.20257	0.52515	-1	-1	-1	0.5219	4779.5	1852.3	-1	0.7383	0	-1	0.034265	-1	2448.2	1	0.031020999999999996	-1	617.93	10.392999999999999	1306.8	-1	-1	-1	-1	-1	-1	0.18873	5.7526	2838.9	6417.1	-1	1585.8	28.284000000000002	3.8351	8184.6	0	1	0.97505	0.0	5.0703	1025.9	72.867	0	918.02	9365.8	5961.6	0	4.0952	6.8253	7.6054	26.846	0.97505	-1	-1	0	0.39002	1.7551	0	0	0	0	0	0	0	-1	1	1	0	-1	1	3053.7	5.7526	2.7301
TCGA-G4-6298	COADREAD_2	1	0	554.01	0.032622000000000005	0.3703	0	0.082072	0	21901.0	1173.2	1092.4	0.35894000000000004	0.022733	0.059440999999999994	16511.0	0.02222	0.042885	38297.0	0.026044	485.52	0.031931	0.33451	0.19547	5564.6	1294.5	0.44428999999999996	0.32149	0.47741000000000006	2345.8	0.083372	12350.0	0.023433000000000002	0.042554	0	0.033296	0.0834	0.18177000000000001	0.31472	0.18139	1460.5	0.044611000000000005	0.018798	0.060717999999999994	0.043687000000000004	0.028447000000000004	0.066959	0.20009000000000002	390.31	0.028794999999999998	0.034106	1976.2	177.62	-1	1	3430.4	7763.9	0.045429000000000004	0.087514	0.025283	13.363	18.374000000000002	0.047965	0.050137	0.07510800000000001	0.026503	1099.1	66.815	0.84047	0.067967	924.83	3960.7	2033.4	2830.2	0	0	0.041122000000000006	0.050893	-1	-1	608.58	2.3113	5.6732	0.84047	1.2607	0.21411999999999998	0.5173300000000001	-1	-1	-1	0.023045	4251.7	1100.2	-1	0.3604	0	-1	0.024653	-1	2414.2	1	0.053565999999999996	-1	374.17	26.308000000000003	863.03	-1	-1	-1	-1	-1	-1	0.095593	70.156	1335.8	20568.0	-1	1150.9	3211.6	2.784	6380.9	0	0	1.8911	0.21011999999999997	8.1946	854.68	0.0	0	614.14	33024.0	31884.0	0	2.3113	1.0506	5.2529	8.9087	1.2607	-1	0	0	0.42023	2.5214	0	0	0	0	0	1	0	0	1	1	1	-1	0	2441.0	67.372	2.1012
TCGA-G4-6299	COADREAD_6	1	0	511.83	0.045845	0.56089	0	0.44351	1	33394.0	566.88	1824.4	0.50951	0.6734	0.14419	3672.4	0.18968	0.052882000000000005	617.38	0.59904	402.64	0.67262	0.5914699999999999	0.53759	15912.0	1262.5	0.65371	0.44108	0.67613	1905.8	0.6227699999999999	4892.2	0.42367	0.5669	0	0.052197	0.66463	0.52946	0.5767399999999999	0.46656000000000003	575.98	0.59045	0.35248	0.5586399999999999	0.54515	0.36583000000000004	0.49227	0.56274	1.3649	0.3113	0.5312	157.84	214.29	1	1	5115.1	6400.8	0.6665	0.46024	0.68709	0.9099	9.0992	0.71568	0.6521600000000001	0.59388	0.059529	85.07700000000001	464.51	0.0	0.33621999999999996	1059.6	757.54	2053.2	1465.4	0	0	0.59413	0.7379100000000001	1	-1	274.8	5.6399	18.956	4.5432	2.3499	0.45536000000000004	0.42877	1	1	1	0.49408	1071.9	1142.4	0	0.43343999999999994	0	1	0.29493	1	609.64	0	0.45437	1	262.06	9.454	676.52	-1	1	1	1	1	1	0.61168	91.902	1844.0	9696.1	-1	546.86	154.23	1.3649	10192.0	1	0	3.9166	0.0	6.7365	670.15	0.0	0	558.24	13841.0	12844.0	0	3.7599	5.7965	13.472999999999999	4.5496	0.78332	-1	0	0	0.9399799999999999	6.2665	0	0	0	0	0	1	1	0	1	1	1	0	0	3389.9	109.64	3.6033
TCGA-G4-6302	COADREAD_5	1	0	443.89	0.18197	0.33466	0	0.030302	0	16744.0	5617.5	381.35	0.19159	0.20939000000000002	0.30938000000000004	1268.0	0.23401999999999998	0.049530000000000005	211.06	0.23095	433.84	0.23721	0.27426	0.15808	10135.0	531.55	0.42096000000000006	0.15764	0.26106999999999997	811.84	0.21001999999999998	8992.7	0.099814	0.14901	0	0.30404000000000003	0.20169	0.20859	0.20789000000000002	0.10636	253.49	0.086448	0.07157999999999999	0.29952	0.18242	0.24368	0.042644999999999995	0.078916	32.943000000000005	0.069223	0.14376	1194.8	285.31	0	0	3112.8	14522.0	0.31897	0.11525	0.23337	0.5583	77.05199999999999	0.29284	0.27310999999999996	0.2783	0.022913	439.98	958.68	0.0	0.063462	1924.6	738.13	1268.0	6838.1	0	1	0.27366999999999997	0.38215	0	0	372.98	2.4619	5.3819	0.91607	1.7176	0.12561	0.19602999999999998	0	0	0	0.13684000000000002	1766.0	1026.2	0	0.35331	0	0	0.031114	0	640.98	0	0.11827	0	182.58	15.969000000000001	1371.3	0	0	0	0	0	0	0.2573	90.45200000000001	1111.7	8193.8	0	554.44	146.84	10.05	10501.0	0	0	0.11450999999999999	0.11450999999999999	1.7749	930.76	0.0	0	307.65	10560.0	11160.0	0	1.9466	0.34352	3.3207	0.0	0.62979	0	0	0	1.0306	0.28626999999999997	0	0	0	0	0	1	0	0	0	0	1	0	0	3145.7	0.0	0.45803
TCGA-G4-6303	COADREAD_1	1	0	431.21	0.069363	0.37877	0	0.1971	0	27338.0	1859.8	2665.4	0.1608	0.026063	0.082094	16041.0	0.024850999999999998	0.047922	3238.1	0.068601	167.6	0.026052	0.038833	0.23503000000000002	6542.9	3779.1	0.074391	0.030631	0.048750999999999996	4564.4	0.083997	7531.3	0.018322	0.08938600000000001	0	0.029476	0.055019000000000005	0.028012000000000002	0.026624000000000002	0.32153000000000004	1428.9	0.043077	0.29769	0.039871	0.42961000000000005	0.044138	0.052400999999999996	0.23254	1758.9	0.027975999999999997	0.028437999999999998	2777.4	115.63	-1	1	4923.7	15968.0	0.031534	0.03998	0.1194	73.64699999999999	21.337	0.045576	0.037691	0.025918	0.044717	508.65	235.4	0.41148999999999997	0.054662999999999996	1357.0	3348.2	1366.3	1781.6	0	0	0.066367	0.12654	-1	-1	1039.0	1.2345	6.0078	3.7035	1.9752	0.47822	0.59214	-1	-1	-1	0.021174000000000002	8352.8	2117.9	-1	0.0576	0	-1	0.025551	-1	3876.4	0	0.052257000000000005	-1	634.95	12.193	497.63	-1	-1	-1	-1	-1	-1	0.083964	2.0649	9253.0	7077.0	-1	1906.9	2679.5	1.7207	7829.3	0	0	6.7485	0.0	5.6786	1524.9	0.3441	0	785.68	14948.0	13046.0	0	2.1398	4.0326	9.8759	18.928	0.41148999999999997	-1	0	0	1.7283	4.8556	0	0	0	0	0	1	1	0	1	1	1	1	0	4171.4	1.3766	3.4566
TCGA-G4-6304	COADREAD_5	0	1	15.72	0.26025	0.35575999999999997	1	0.12578	0	14387.0	6025.3	448.04	0.22334	0.10255999999999998	0.28845	4940.6	0.09908	0.27392	33.188	0.20669	12.227	0.045605	0.33642	0.26297	18500.0	842.79	0.34384000000000003	0.24275	0.43353	1138.9	0.09702100000000001	10801.0	0.027587	0.21186999999999998	0	0.061386	0.26350999999999997	0.30585999999999997	0.22025	0.17378	687.34	0.27214	0.18648	0.08307300000000001	0.15204	0.11172	0.17476	0.20856999999999998	809.61	0.044295	0.31543000000000004	4883.5	805.24	0	0	2125.8	2988.7	0.06765700000000001	0.042134	0.052904	102.18	16.594	0.046955000000000004	0.045792	0.33065	0.034886	159.82	709.17	0.38478	0.11052000000000001	1397.4	2720.5	1236.7	5300.4	1	0	0.36289	0.24611999999999998	0	0	398.25	1.1543	4.2326	8.0803	0.0	0.2575	0.33461	0	0	0	0.10542	2034.1	665.5	0	0.058765	0	0	0.0715	0	984.28	0	0.1572	0	191.27	40.288000000000004	2417.5	0	0	0	0	0	0	0.14758	85.59	1827.1	21050.0	0	777.29	472.49	58.515	13830.0	0	0	1.9239	0.0	7.3108	880.35	45602.0	1	242.79	26657.0	28371.0	0	12.312999999999999	6.1565	9.6195	1.7467	1.1543	0	0	0	3.0782	4.2326	0	0	0	1	0	1	0	0	0	0	1	0	0	2504.8	566.81	3.0782
TCGA-G4-6306	COADREAD_2	1	0	421.53	0.055713	0.50693	0	0.37115	0	7215.3	6425.1	3432.8	0.5310600000000001	0.032762	0.46158000000000005	34266.0	0.037127999999999994	0.071996	668.54	0.55419	249.12	0.058679999999999996	0.049775	0.27624	5631.9	2905.0	0.65591	0.032857	0.79325	3370.9	0.08881499999999999	9838.1	0.023158	0.059897000000000006	0	0.033063999999999996	0.08921699999999999	0.22061999999999998	0.076318	0.054374	1681.9	0.066499	0.2123	0.066065	0.41538	0.086451	0.054082000000000005	0.76207	1357.5	0.052983	0.31638	394.75	166.08	-1	1	6253.3	8465.2	0.036237	0.047306	0.55682	9.1485	16.186	0.10630999999999999	0.027237	0.22796	0.073397	285.01	575.65	2.059	0.065117	745.25	4518.0	3523.6	2683.3	0	0	0.044355	0.8363700000000001	-1	-1	1011.3	2.265	7.6185	16.472	2.6768	0.029657	0.48804	-1	-1	-1	0.19752999999999998	4672.8	2023.9	0	0.076443	0	-1	0.031183	1	2598.2	1	0.050161000000000004	-1	604.5	7.6918	640.39	-1	1	-1	0	-1	-1	0.098401	7.7410000000000005	966.22	8472.2	-1	1933.8	1126.7	4.2224	9674.2	0	1	8.648	0.41181	7.2067	1055.6	50.669	0	370.87	14610.0	11794.0	0	7.6185	12.56	15.237	29.557	1.2354	-1	0	0	0.82362	9.4716	0	0	0	0	0	1	0	0	1	1	1	0	0	3478.5	0.7037	2.059
TCGA-G4-6307	COADREAD_1	1	0	593.22	0.029256	0.056170000000000005	0	0.22741999999999998	0	45773.0	4085.0	892.83	0.036472000000000004	0.02506	0.24981	35145.0	0.02913	0.044324	9191.5	0.026864999999999997	529.87	0.073117	0.053783000000000004	0.022181	7023.1	2285.2	0.35089000000000004	0.025327000000000002	0.035312	4295.7	0.09669900000000001	7793.5	0.028408999999999997	0.021432	0	0.032902999999999995	0.050616	0.021583	0.036506	0.031342	1290.3	0.037133	0.017287	0.07143200000000001	0.030832	0.027586000000000003	0.068632	0.15982000000000002	2370.8	0.034710000000000005	0.041392	1090.1	320.32	-1	1	5270.5	7496.2	0.038423	0.030876	0.027092	5.1036	28.22	0.044131000000000004	0.057445	0.08458500000000001	0.028054000000000003	101.77	48.034	10.507	0.077314	899.43	2992.6	3535.9	8214.6	0	0	0.051322	0.053312	-1	-1	638.25	1.501	7.2048	8.1054	1.8012	0.030701999999999997	0.15680999999999998	-1	-1	-1	0.043627	9928.5	3190.0	0	0.043457	0	-1	0.028137	-1	4051.3	1	0.028154000000000002	-1	438.01	12.100999999999999	1373.8	-1	-1	-1	-1	-1	-1	0.050317	62.443999999999996	6334.7	9033.6	-1	2610.0	442.81	12.008	13854.0	-1	1	0.3002	1.8012	4.503	806.37	0.6004	0	284.0	19348.0	16437.0	0	3.3022	6.9046	14.109000000000002	60.042	0.3002	-1	0	0	1.501	3.6024	0	0	0	0	0	1	1	0	1	1	1	0	0	3567.1	67.247	1.8012
TCGA-G4-6309	COADREAD_5	0	1	19.253	0.76459	0.10967	1	0.024267	0	10591.0	4330.7	948.47	0.028391000000000003	0.036979000000000005	0.081631	7906.6	0.36685	0.35133000000000003	989.24	0.049527999999999996	19.819000000000003	0.19150999999999999	0.092076	0.045935000000000004	20360.0	645.53	0.074435	0.04715	0.16735	2434.3	0.1305	13023.0	0.041510000000000005	0.025127	0	0.038511000000000004	0.066933	0.031969	0.051377	0.049543000000000004	349.94	0.048512	0.013719	0.081228	0.032676	0.3482	0.05125	0.13363	168.18	0.033219	0.05355700000000001	872.49	928.65	0	1	2232.7	5308.0	0.25275	0.028326	0.24301	11.890999999999998	598.53	0.051744000000000005	0.048272	0.10615999999999999	0.038557	715.18	766.14	0.31928	0.080555	1337.5	1719.8	1735.0	6313.7	0	0	0.035726999999999995	0.26619	0	0	222.54	0.95785	9.2592	12.133	0.31928	0.023668	0.050306000000000003	0	0	0	0.033458	1714.6	733.3	0	0.52537	0	0	0.027798000000000003	0	744.62	0	0.058944	0	251.98	13.029000000000002	1803.5	0	0	0	0	0	0	0.12775	9.6263	580.41	11482.0	0	772.37	46.433	32.843	13147.0	0	0	5.1085	0.95785	8.6207	872.03	0.5663	0	138.73	8312.6	11258.0	0	20.115	10.217	10.217	1.6988	0.31928	0	0	1	0.95785	25.223000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	3212.3	0.0	13.091
TCGA-G4-6311	COADREAD_1	1	0	397.17	0.035144999999999996	0.47084	0	0.024059	0	26682.0	2619.6	1321.6	0.3061	0.033073000000000005	0.052557000000000006	9797.0	0.029092000000000003	0.054466999999999995	433.37	0.11417000000000001	311.12	0.046039	0.077203	0.042105000000000004	4627.0	1142.2	0.47186000000000006	0.040648000000000004	0.038019	3415.5	0.12722999999999998	7962.2	0.032101	0.078962	0	0.038806	0.055182	0.088658	0.051944000000000004	0.18698	1101.8	0.047773	0.078209	0.070649	0.24886	0.045301	0.074888	0.16960999999999998	641.66	0.038897	0.036059	2151.3	205.14	-1	1	4332.6	9884.6	0.064677	0.036369	0.03331	4.1973	20.986	0.046399	0.045093	0.40972	0.037092	376.18	132.21	1.3749	0.095058	749.21	4393.0	1478.0	2731.4	0	0	0.058988	0.053074	-1	-1	768.62	2.7498	6.5995	1.6499	0.54996	0.30583	0.08048200000000001	-1	-1	-1	0.20765999999999998	5466.4	1875.7	0	0.044262	0	-1	0.026958999999999997	-1	4218.3	1	0.09296499999999999	-1	615.95	8.6569	763.38	-1	-1	-1	-1	-1	-1	0.11224	27.807	2922.3	7321.1	-1	1359.4	2515.2	5.2466	11139.0	0	1	4.9496	0.0	3.2998	1303.2	39.349000000000004	0	609.65	10727.0	8755.0	0	7.9744	6.0496	5.7746	3.148	0.82494	-1	0	0	0.54996	1.0999	1	0	0	0	0	1	1	0	1	1	1	0	1	4343.6	1.574	0.27498
TCGA-G4-6315	COADREAD_1	1	0	573.78	0.031721	0.10995	0	0.020555	0	31191.0	532.13	1807.2	0.34793	0.027572000000000003	0.091487	20717.0	0.028470999999999996	0.039841	3195.9	0.40147	494.6	0.08866399999999999	0.058993	0.17559	7880.2	2461.7	0.48561000000000004	0.031488999999999996	0.047659	2966.1	0.071012	8513.1	0.029386000000000002	0.024880000000000003	0	0.033884	0.073013	0.11094000000000001	0.13129000000000002	0.08582999999999999	2139.8	0.055009	0.20287	0.069948	0.18018	0.033488	0.045354000000000005	0.049944999999999996	1510.0	0.027642	0.050218	940.72	390.75	-1	1	4259.6	12201.0	0.08654500000000001	0.030309	0.020818	5.6555	54.498999999999995	0.04891	0.052078	0.046439	0.025935000000000003	434.45	103.34	1.685	0.055312	941.9	6346.1	1931.6	4265.8	0	0	0.053425	0.045299	-1	-1	866.84	2.0595	15.165	3.5572	1.3106	0.32133	0.10265	-1	-1	-1	0.11485	7308.5	3126.5	-1	0.037174	0	-1	0.022733	-1	3956.3	1	0.034922	-1	588.17	5.4807	1067.9	-1	-1	-1	-1	-1	-1	0.13547	6.1697	3674.0	10941.0	-1	1523.9	370.69	4.1131	11371.0	-1	0	0.56167	0.37445	2.9956	1596.9	128.02	0	439.59	17199.0	15265.0	0	3.5572	7.6762	17.599	9.7686	0.18722	-1	0	0	1.3106	4.1189	0	0	0	0	0	0	0	0	1	1	0	-1	0	4907.4	236.5	1.685
TCGA-G4-6317	COADREAD_1	1	0	499.18	0.059271000000000004	0.063951	0	0.07700800000000001	0	36320.0	5814.9	1707.8	0.026974	0.033173	0.090614	29906.0	0.05115	0.071575	1149.1	0.041804	263.24	0.046661	0.066304	0.023198	7070.4	3327.7	0.10365	0.15492999999999998	0.49053	3986.9	0.082584	7335.3	0.031645	0.025456	0	0.058835000000000005	0.050682	0.027699	0.028099000000000002	0.069967	1190.6	0.035623	0.015205000000000002	0.089157	0.76313	0.10804000000000001	0.058653	0.042982	1333.2	0.036026999999999997	0.042037	80.28399999999999	424.9	-1	1	5764.1	2770.6	0.072157	0.035912	0.035958	3.2769	55.161	0.05588099999999999	0.037763	0.066915	0.040624	843.8	26.761	4.098	0.065505	1029.0	3909.9	2783.2	3157.8	0	0	0.055413	0.051832	-1	-1	838.34	2.3162	6.7705	9.0868	1.7817	0.036167000000000005	0.1068	-1	-1	-1	0.026681	11688.0	1303.1	-1	0.066986	0	-1	0.030253	-1	4212.4	1	0.054385	-1	610.6	12.059000000000001	907.15	-1	-1	-1	-1	-1	-1	0.31365	3.823	5124.5	15241.0	-1	2858.0	1645.5	1.6384	12770.0	0	0	8.1959	0.53451	9.0868	1196.6	0.0	0	300.38	15796.0	31924.0	0	4.4543	9.2649	11.937999999999999	10.923	0.35634	-1	-1	0	1.2472	2.6726	0	0	0	0	0	1	1	-1	1	1	1	-1	-1	5357.2	12.561	3.9198
